,idx_report,idx_step,dlco,dlco,dlco,report,report,report,report,report,report,report,report,report,report,report,report
9,9,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396060015,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:07:40.015,1705396060015,createDiplomaCredential,third-party,pre-evaluation,0.0
10,10,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705395977959,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:06:17.959,1705395977959,createDiplomaCredential,third-party,pre-evaluation,0.0
11,11,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396028077,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:07:08.077,1705396028077,createDiplomaCredential,third-party,pre-evaluation,0.0
12,12,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705395907725,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:05:07.725,1705395907725,createDiplomaCredential,third-party,pre-evaluation,0.0
13,13,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396009316,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:06:49.316,1705396009316,createDiplomaCredential,third-party,pre-evaluation,0.0
14,14,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705395940095,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:05:40.095,1705395940095,createDiplomaCredential,third-party,pre-evaluation,0.0
15,15,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705395996721,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:06:36.721,1705395996721,createDiplomaCredential,third-party,pre-evaluation,0.0
16,16,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396003078,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:06:43.078,1705396003078,createDiplomaCredential,third-party,pre-evaluation,0.0
17,17,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396076800,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:07:56.800,1705396076800,createDiplomaCredential,third-party,pre-evaluation,0.0
18,18,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396034223,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:07:14.223,1705396034223,createDiplomaCredential,third-party,pre-evaluation,0.0
19,19,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705395913736,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:05:13.736,1705395913736,createDiplomaCredential,third-party,pre-evaluation,0.0
20,20,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705395927117,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:05:27.117,1705395927117,createDiplomaCredential,third-party,pre-evaluation,0.0
21,21,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396015502,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:06:55.502,1705396015502,createDiplomaCredential,third-party,pre-evaluation,0.0
22,22,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705395958944,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:05:58.944,1705395958944,createDiplomaCredential,third-party,pre-evaluation,0.0
23,23,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705395952574,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:05:52.574,1705395952574,createDiplomaCredential,third-party,pre-evaluation,0.0
24,24,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396046614,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:07:26.614,1705396046614,createDiplomaCredential,third-party,pre-evaluation,0.0
25,25,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396239471,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:10:39.471,1705396239471,createDiplomaCredential,did-key,pre-evaluation,0.0
26,26,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396198741,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:58.741,1705396198741,createDiplomaCredential,did-key,pre-evaluation,0.0
27,27,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396184759,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:44.759,1705396184759,createDiplomaCredential,did-key,pre-evaluation,0.0
28,28,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396157105,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:17.105,1705396157105,createDiplomaCredential,did-key,pre-evaluation,0.0
29,29,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396128490,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:08:48.490,1705396128490,createDiplomaCredential,did-key,pre-evaluation,0.0
30,30,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396252958,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:10:52.958,1705396252958,createDiplomaCredential,did-key,pre-evaluation,0.0
31,31,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396177828,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:37.828,1705396177828,createDiplomaCredential,did-key,pre-evaluation,0.0
32,32,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396266596,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:11:06.596,1705396266596,createDiplomaCredential,did-key,pre-evaluation,0.0
33,33,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396232612,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:10:32.611,1705396232612,createDiplomaCredential,did-key,pre-evaluation,0.0
34,34,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396164024,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:24.024,1705396164024,createDiplomaCredential,did-key,pre-evaluation,0.0
35,35,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396212419,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:10:12.419,1705396212419,createDiplomaCredential,did-key,pre-evaluation,0.0
36,36,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396225678,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:10:25.678,1705396225678,createDiplomaCredential,did-key,pre-evaluation,0.0
37,37,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396136017,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:08:56.017,1705396136017,createDiplomaCredential,did-key,pre-evaluation,0.0
38,38,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396287324,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:11:27.324,1705396287324,createDiplomaCredential,did-key,pre-evaluation,0.0
39,39,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396170793,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:30.793,1705396170793,createDiplomaCredential,did-key,pre-evaluation,0.0
40,40,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396273407,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:11:13.407,1705396273407,createDiplomaCredential,did-key,pre-evaluation,0.0
41,41,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396280462,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:11:20.462,1705396280462,createDiplomaCredential,did-key,pre-evaluation,0.0
42,42,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396293976,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:11:33.976,1705396293976,createDiplomaCredential,did-key,pre-evaluation,0.0
43,43,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396259839,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:10:59.839,1705396259839,createDiplomaCredential,did-key,pre-evaluation,0.0
44,44,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396150289,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:10.289,1705396150289,createDiplomaCredential,did-key,pre-evaluation,0.0
45,45,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396143237,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:03.237,1705396143237,createDiplomaCredential,did-key,pre-evaluation,0.0
46,46,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396219179,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:10:19.179,1705396219179,createDiplomaCredential,did-key,pre-evaluation,0.0
47,47,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396205727,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:10:05.727,1705396205727,createDiplomaCredential,did-key,pre-evaluation,0.0
48,48,0,False,False,False,university.createDiplomaCredential,university,SolidVCActor,0,1705396191762,"{'@context': ['https://www.w3.org/2018/credentials/v1', 'https://w3id.org/security/bbs/v1', 'https://w3id.org/citizenship/v1', 'https://gddmulde.be/customvocab/'], 'type': ['VerifiableCredential'], 'issuer': 'http://localhost:3003/university/profile/card#me', 'credentialSubject': {'id': 'urn:test:id000', 'identifier': '123456789ab', 'degree': 'Msc. Physics', 'grade': '789/1000'}}",2024-01-16 09:09:51.762,1705396191762,createDiplomaCredential,did-key,pre-evaluation,0.0
